nominal,data,curs,cdx
1,30.09.2022,"57,4130",Äמככאנ ÑØÀ
1,29.09.2022,"58,4485",Äמככאנ ÑØÀ
1,28.09.2022,"58,1756",Äמככאנ ÑØÀ
1,27.09.2022,"57,9990",Äמככאנ ÑØÀ
1,24.09.2022,"58,1006",Äמככאנ ÑØÀ
1,23.09.2022,"59,8318",Äמככאנ ÑØÀ
1,22.09.2022,"60,8685",Äמככאנ ÑØÀ
1,21.09.2022,"60,0158",Äמככאנ ÑØÀ
1,20.09.2022,"60,1662",Äמככאנ ÑØÀ
1,17.09.2022,"60,0316",Äמככאנ ÑØÀ
1,16.09.2022,"59,6663",Äמככאנ ÑØÀ
1,15.09.2022,"59,7751",Äמככאנ ÑØÀ
1,14.09.2022,"60,0676",Äמככאנ ÑØÀ
1,13.09.2022,"60,4568",Äמככאנ ÑØÀ
1,10.09.2022,"60,4696",Äמככאנ ÑØÀ
1,09.09.2022,"60,8010",Äמככאנ ÑØÀ
1,08.09.2022,"61,1814",Äמככאנ ÑØÀ
1,07.09.2022,"60,8544",Äמככאנ ÑØÀ
1,06.09.2022,"60,9033",Äמככאנ ÑØÀ
1,03.09.2022,"60,3713",Äמככאנ ÑØÀ
1,02.09.2022,"60,2370",Äמככאנ ÑØÀ
1,01.09.2022,"60,2386",Äמככאנ ÑØÀ
1,31.08.2022,"60,3677",Äמככאנ ÑØÀ
1,30.08.2022,"60,3636",Äמככאנ ÑØÀ
1,27.08.2022,"60,0924",Äמככאנ ÑØÀ
1,26.08.2022,"59,7699",Äמככאנ ÑØÀ
1,25.08.2022,"59,9974",Äמככאנ ÑØÀ
1,24.08.2022,"59,8963",Äמככאנ ÑØÀ
1,23.08.2022,"59,7419",Äמככאנ ÑØÀ
1,20.08.2022,"59,1321",Äמככאנ ÑØÀ
1,19.08.2022,"59,9570",Äמככאנ ÑØÀ
1,18.08.2022,"60,7552",Äמככאנ ÑØÀ
1,17.08.2022,"61,4247",Äמככאנ ÑØÀ
1,16.08.2022,"61,3747",Äמככאנ ÑØÀ
1,13.08.2022,"60,8993",Äמככאנ ÑØÀ
1,12.08.2022,"60,6229",Äמככאנ ÑØÀ
1,11.08.2022,"60,4542",Äמככאנ ÑØÀ
1,10.08.2022,"60,3814",Äמככאנ ÑØÀ
1,09.08.2022,"60,3164",Äמככאנ ÑØÀ
1,06.08.2022,"60,3696",Äמככאנ ÑØÀ
1,05.08.2022,"60,2580",Äמככאנ ÑØÀ
1,04.08.2022,"60,2374",Äמככאנ ÑØÀ
1,03.08.2022,"60,1595",Äמככאנ ÑØÀ
1,02.08.2022,"62,0506",Äמככאנ ÑØÀ
1,30.07.2022,"61,3101",Äמככאנ ÑØÀ
1,29.07.2022,"60,2031",Äמככאנ ÑØÀ
1,28.07.2022,"60,2198",Äמככאנ ÑØÀ
1,27.07.2022,"58,6605",Äמככאנ ÑØÀ
1,26.07.2022,"57,7821",Äמככאנ ÑØÀ
1,23.07.2022,"57,3917",Äמככאנ ÑØÀ
1,22.07.2022,"56,4783",Äמככאנ ÑØÀ
1,21.07.2022,"54,8491",Äמככאנ ÑØÀ
1,20.07.2022,"55,4370",Äמככאנ ÑØÀ
1,19.07.2022,"56,5616",Äמככאנ ÑØÀ
1,16.07.2022,"57,8323",Äמככאנ ÑØÀ
1,15.07.2022,"58,2568",Äמככאנ ÑØÀ
1,14.07.2022,"58,5322",Äמככאנ ÑØÀ
1,13.07.2022,"58,8541",Äמככאנ ÑØÀ
1,12.07.2022,"61,3045",Äמככאנ ÑØÀ
1,09.07.2022,"61,2664",Äמככאנ ÑØÀ
1,08.07.2022,"63,1427",Äמככאנ ÑØÀ
1,07.07.2022,"62,9110",Äמככאנ ÑØÀ
1,06.07.2022,"58,5118",Äמככאנ ÑØÀ
1,05.07.2022,"55,0858",Äמככאנ ÑØÀ
1,02.07.2022,"53,7676",Äמככאנ ÑØÀ
1,01.07.2022,"52,5123",Äמככאנ ÑØÀ
1,30.06.2022,"51,1580",Äמככאנ ÑØÀ
1,29.06.2022,"52,9699",Äמככאנ ÑØÀ
1,28.06.2022,"53,3641",Äמככאנ ÑØÀ
1,25.06.2022,"53,3234",Äמככאנ ÑØÀ
1,24.06.2022,"53,3578",Äמככאנ ÑØÀ
1,23.06.2022,"53,2788",Äמככאנ ÑØÀ
1,22.06.2022,"54,7081",Äמככאנ ÑØÀ
1,21.06.2022,"56,1727",Äמככאנ ÑØÀ
1,18.06.2022,"56,7101",Äמככאנ ÑØÀ
1,17.06.2022,"56,8691",Äמככאנ ÑØÀ
1,16.06.2022,"56,6624",Äמככאנ ÑØÀ
1,15.06.2022,"57,0926",Äמככאנ ÑØÀ
1,11.06.2022,"57,7780",Äמככאנ ÑØÀ
1,10.06.2022,"58,3895",Äמככאנ ÑØÀ
1,09.06.2022,"60,2282",Äמככאנ ÑØÀ
1,08.06.2022,"60,9565",Äמככאנ ÑØÀ
1,07.06.2022,"61,1094",Äמככאנ ÑØÀ
1,04.06.2022,"61,9659",Äמככאנ ÑØÀ
1,03.06.2022,"61,5750",Äמככאנ ÑØÀ
1,02.06.2022,"61,4733",Äמככאנ ÑØÀ
1,01.06.2022,"61,6069",Äמככאנ ÑØÀ
1,31.05.2022,"63,0975",Äמככאנ ÑØÀ
1,28.05.2022,"66,4029",Äמככאנ ÑØÀ
1,27.05.2022,"62,0495",Äמככאנ ÑØÀ
1,26.05.2022,"56,2996",Äמככאנ ÑØÀ
1,25.05.2022,"56,9690",Äמככאנ ÑØÀ
1,24.05.2022,"58,2087",Äמככאנ ÑØÀ
1,21.05.2022,"58,8862",Äמככאנ ÑØÀ
1,20.05.2022,"62,4031",Äמככאנ ÑØÀ
1,19.05.2022,"63,5643",Äמככאנ ÑØÀ
1,18.05.2022,"63,5428",Äמככאנ ÑØÀ
1,17.05.2022,"63,4445",Äמככאנ ÑØÀ
1,14.05.2022,"63,7799",Äמככאנ ÑØÀ
1,13.05.2022,"65,7916",Äמככאנ ÑØÀ
1,12.05.2022,"68,8389",Äמככאנ ÑØÀ
1,07.05.2022,"67,3843",Äמככאנ ÑØÀ
1,06.05.2022,"66,2378",Äמככאנ ÑØÀ
1,05.05.2022,"69,4160",Äמככאנ ÑØÀ
1,30.04.2022,"71,0237",Äמככאנ ÑØÀ
1,29.04.2022,"72,2953",Äמככאנ ÑØÀ
1,28.04.2022,"72,8764",Äמככאנ ÑØÀ
1,27.04.2022,"72,7089",Äמככאנ ÑØÀ
1,26.04.2022,"73,3611",Äמככאנ ÑØÀ
1,23.04.2022,"73,5050",Äמככאנ ÑØÀ
1,22.04.2022,"74,9990",Äמככאנ ÑØÀ
1,21.04.2022,"77,0809",Äמככאנ ÑØÀ
1,20.04.2022,"79,0287",Äמככאנ ÑØÀ
1,19.04.2022,"79,4529",Äמככאנ ÑØÀ
1,16.04.2022,"80,0437",Äמככאנ ÑØÀ
1,15.04.2022,"81,2880",Äמככאנ ÑØÀ
1,14.04.2022,"79,8471",Äמככאנ ÑØÀ
1,13.04.2022,"79,6274",Äמככאנ ÑØÀ
1,12.04.2022,"79,1596",Äמככאנ ÑØÀ
1,09.04.2022,"74,8501",Äמככאנ ÑØÀ
1,08.04.2022,"76,2547",Äמככאנ ÑØÀ
1,07.04.2022,"82,5962",Äמככאנ ÑØÀ
1,06.04.2022,"83,3520",Äמככאנ ÑØÀ
1,05.04.2022,"83,5932",Äמככאנ ÑØÀ
1,02.04.2022,"83,4285",Äמככאנ ÑØÀ
1,01.04.2022,"83,4097",Äמככאנ ÑØÀ
1,31.03.2022,"84,0851",Äמככאנ ÑØÀ
1,30.03.2022,"86,2843",Äמככאנ ÑØÀ
1,29.03.2022,"93,7125",Äמככאנ ÑØÀ
1,26.03.2022,"95,6618",Äמככאנ ÑØÀ
1,25.03.2022,"96,0458",Äמככאנ ÑØÀ
1,24.03.2022,"103,1618",Äמככאנ ÑØÀ
1,23.03.2022,"104,0741",Äמככאנ ÑØÀ
1,22.03.2022,"104,6819",Äמככאנ ÑØÀ
1,19.03.2022,"103,9524",Äמככאנ ÑØÀ
1,18.03.2022,"104,8012",Äמככאנ ÑØÀ
1,17.03.2022,"108,0521",Äמככאנ ÑØÀ
1,16.03.2022,"111,4823",Äמככאנ ÑØÀ
1,15.03.2022,"115,1963",Äמככאנ ÑØÀ
1,12.03.2022,"116,7517",Äמככאנ ÑØÀ
1,11.03.2022,"120,3785",Äמככאנ ÑØÀ
1,10.03.2022,"116,0847",Äמככאנ ÑØÀ
1,06.03.2022,"105,8124",Äמככאנ ÑØÀ
1,05.03.2022,"105,8124",Äמככאנ ÑØÀ
1,04.03.2022,"111,7564",Äמככאנ ÑØÀ
1,03.03.2022,"103,2487",Äמככאנ ÑØÀ
1,02.03.2022,"91,7457",Äמככאנ ÑØÀ
1,01.03.2022,"93,5589",Äמככאנ ÑØÀ
1,26.02.2022,"83,5485",Äמככאנ ÑØÀ
1,25.02.2022,"86,9288",Äמככאנ ÑØÀ
1,23.02.2022,"80,4194",Äמככאנ ÑØÀ
1,22.02.2022,"76,7671",Äמככאנ ÑØÀ
1,19.02.2022,"75,7619",Äמככאנ ÑØÀ
1,18.02.2022,"75,7527",Äמככאנ ÑØÀ
1,17.02.2022,"75,0141",Äמככאנ ÑØÀ
1,16.02.2022,"76,1660",Äמככאנ ÑØÀ
1,15.02.2022,"76,5762",Äמככאנ ÑØÀ
1,12.02.2022,"74,9867",Äמככאנ ÑØÀ
1,11.02.2022,"74,7241",Äמככאנ ÑØÀ
1,10.02.2022,"74,8015",Äמככאנ ÑØÀ
1,09.02.2022,"75,3042",Äמככאנ ÑØÀ
1,08.02.2022,"75,6806",Äמככאנ ÑØÀ
1,05.02.2022,"76,0509",Äמככאנ ÑØÀ
1,04.02.2022,"76,6501",Äמככאנ ÑØÀ
1,03.02.2022,"76,4849",Äמככאנ ÑØÀ
1,02.02.2022,"77,1302",Äמככאנ ÑØÀ
1,01.02.2022,"77,4702",Äמככאנ ÑØÀ
1,29.01.2022,"77,8174",Äמככאנ ÑØÀ
1,28.01.2022,"78,9470",Äמככאנ ÑØÀ
1,27.01.2022,"78,9437",Äמככאנ ÑØÀ
1,26.01.2022,"78,6422",Äמככאנ ÑØÀ
1,25.01.2022,"77,3649",Äמככאנ ÑØÀ
1,22.01.2022,"76,6903",Äמככאנ ÑØÀ
1,21.01.2022,"76,4408",Äמככאנ ÑØÀ
1,20.01.2022,"76,8697",Äמככאנ ÑØÀ
1,19.01.2022,"76,3347",Äמככאנ ÑØÀ
1,18.01.2022,"76,0404",Äמככאנ ÑØÀ
1,15.01.2022,"75,7668",Äמככאנ ÑØÀ
1,14.01.2022,"74,5686",Äמככאנ ÑØÀ
1,13.01.2022,"74,5277",Äמככאנ ÑØÀ
1,12.01.2022,"74,8355",Äמככאנ ÑØÀ
1,11.01.2022,"75,1315",Äמככאנ ÑØÀ
1,31.12.2021,"74,2926",Äמככאנ ÑØÀ
1,30.12.2021,"73,6514",Äמככאנ ÑØÀ
1,29.12.2021,"73,4959",Äמככאנ ÑØÀ
1,28.12.2021,"73,2329",Äמככאנ ÑØÀ
1,25.12.2021,"73,1886",Äמככאנ ÑØÀ
1,24.12.2021,"73,3583",Äמככאנ ÑØÀ
1,23.12.2021,"73,7901",Äמככאנ ÑØÀ
1,22.12.2021,"73,8206",Äמככאנ ÑØÀ
1,21.12.2021,"74,2947",Äמככאנ ÑØÀ
1,18.12.2021,"73,7330",Äמככאנ ÑØÀ
1,17.12.2021,"73,5708",Äמככאנ ÑØÀ
1,16.12.2021,"73,8510",Äמככאנ ÑØÀ
1,15.12.2021,"73,4698",Äמככאנ ÑØÀ
1,14.12.2021,"73,4107",Äמככאנ ÑØÀ
1,11.12.2021,"73,6059",Äמככאנ ÑØÀ
1,10.12.2021,"73,5998",Äמככאנ ÑØÀ
1,09.12.2021,"73,8453",Äמככאנ ÑØÀ
1,08.12.2021,"74,1399",Äמככאנ ÑØÀ
1,07.12.2021,"73,6694",Äמככאנ ÑØÀ
1,04.12.2021,"73,7426",Äמככאנ ÑØÀ
1,03.12.2021,"74,0637",Äמככאנ ÑØÀ
1,02.12.2021,"73,9746",Äמככאנ ÑØÀ
1,01.12.2021,"74,8926",Äמככאנ ÑØÀ
1,30.11.2021,"74,9818",Äמככאנ ÑØÀ
1,27.11.2021,"75,5873",Äמככאנ ÑØÀ
1,26.11.2021,"74,6004",Äמככאנ ÑØÀ
1,25.11.2021,"74,3726",Äמככאנ ÑØÀ
1,24.11.2021,"74,8327",Äמככאנ ÑØÀ
1,23.11.2021,"73,4506",Äמככאנ ÑØÀ
1,20.11.2021,"72,7617",Äמככאנ ÑØÀ
1,19.11.2021,"72,6022",Äמככאנ ÑØÀ
1,18.11.2021,"72,8228",Äמככאנ ÑØÀ
1,17.11.2021,"72,5553",Äמככאנ ÑØÀ
1,16.11.2021,"72,2724",Äמככאנ ÑØÀ
1,13.11.2021,"71,8118",Äמככאנ ÑØÀ
1,12.11.2021,"71,1964",Äמככאנ ÑØÀ
1,11.11.2021,"70,6950",Äמככאנ ÑØÀ
1,10.11.2021,"71,2866",Äמככאנ ÑØÀ
1,09.11.2021,"71,3975",Äמככאנ ÑØÀ
1,04.11.2021,"71,4876",Äמככאנ ÑØÀ
1,03.11.2021,"71,4783",Äמככאנ ÑØÀ
1,02.11.2021,"71,0863",Äמככאנ ÑØÀ
1,30.10.2021,"70,5200",Äמככאנ ÑØÀ
1,29.10.2021,"70,5207",Äמככאנ ÑØÀ
1,28.10.2021,"69,8104",Äמככאנ ÑØÀ
1,27.10.2021,"69,5526",Äמככאנ ÑØÀ
1,26.10.2021,"70,1345",Äמככאנ ÑØÀ
1,23.10.2021,"70,8623",Äמככאנ ÑØÀ
1,22.10.2021,"70,9904",Äמככאנ ÑØÀ
1,21.10.2021,"71,0555",Äמככאנ ÑØÀ
1,20.10.2021,"70,9674",Äמככאנ ÑØÀ
1,19.10.2021,"71,1714",Äמככאנ ÑØÀ
1,16.10.2021,"71,2371",Äמככאנ ÑØÀ
1,15.10.2021,"71,7846",Äמככאנ ÑØÀ
1,14.10.2021,"71,8577",Äמככאנ ÑØÀ
1,13.10.2021,"71,8801",Äמככאנ ÑØÀ
1,12.10.2021,"71,6373",Äמככאנ ÑØÀ
1,09.10.2021,"71,9882",Äמככאנ ÑØÀ
1,08.10.2021,"72,2854",Äמככאנ ÑØÀ
1,07.10.2021,"72,5682",Äמככאנ ÑØÀ
1,06.10.2021,"72,5686",Äמככאנ ÑØÀ
1,05.10.2021,"72,9239",Äמככאנ ÑØÀ
1,02.10.2021,"72,9215",Äמככאנ ÑØÀ
1,01.10.2021,"72,6642",Äמככאנ ÑØÀ
1,30.09.2021,"72,7608",Äמככאנ ÑØÀ
1,29.09.2021,"72,5083",Äמככאנ ÑØÀ
1,28.09.2021,"72,6613",Äמככאנ ÑØÀ
1,25.09.2021,"73,0081",Äמככאנ ÑØÀ
1,24.09.2021,"72,7245",Äמככאנ ÑØÀ
1,23.09.2021,"72,8806",Äמככאנ ÑØÀ
1,22.09.2021,"73,2067",Äמככאנ ÑØÀ
1,21.09.2021,"73,3315",Äמככאנ ÑØÀ
1,18.09.2021,"72,5602",Äמככאנ ÑØÀ
1,17.09.2021,"72,4329",Äמככאנ ÑØÀ
1,16.09.2021,"72,8520",Äמככאנ ÑØÀ
1,15.09.2021,"72,7171",Äמככאנ ÑØÀ
1,14.09.2021,"73,0841",Äמככאנ ÑØÀ
1,11.09.2021,"72,7600",Äמככאנ ÑØÀ
1,10.09.2021,"73,1290",Äמככאנ ÑØÀ
1,09.09.2021,"73,4421",Äמככאנ ÑØÀ
1,08.09.2021,"73,1909",Äמככאנ ÑØÀ
1,07.09.2021,"72,9538",Äמככאנ ÑØÀ
1,04.09.2021,"72,8545",Äמככאנ ÑØÀ
1,03.09.2021,"72,8491",Äמככאנ ÑØÀ
1,02.09.2021,"73,1912",Äמככאנ ÑØÀ
1,01.09.2021,"73,2781",Äמככאנ ÑØÀ
1,31.08.2021,"73,5744",Äמככאנ ÑØÀ
1,28.08.2021,"73,9866",Äמככאנ ÑØÀ
1,27.08.2021,"73,9908",Äמככאנ ÑØÀ
1,26.08.2021,"73,7428",Äמככאנ ÑØÀ
1,25.08.2021,"73,9465",Äמככאנ ÑØÀ
1,24.08.2021,"74,0666",Äמככאנ ÑØÀ
1,21.08.2021,"74,3640",Äמככאנ ÑØÀ
1,20.08.2021,"74,1503",Äמככאנ ÑØÀ
1,19.08.2021,"73,4633",Äמככאנ ÑØÀ
1,18.08.2021,"73,4753",Äמככאנ ÑØÀ
1,17.08.2021,"73,3920",Äמככאנ ÑØÀ
1,14.08.2021,"73,4721",Äמככאנ ÑØÀ
1,13.08.2021,"73,5671",Äמככאנ ÑØÀ
1,12.08.2021,"73,9695",Äמככאנ ÑØÀ
1,11.08.2021,"73,5962",Äמככאנ ÑØÀ
1,10.08.2021,"73,5078",Äמככאנ ÑØÀ
1,07.08.2021,"73,1304",Äמככאנ ÑØÀ
1,06.08.2021,"73,1680",Äמככאנ ÑØÀ
1,05.08.2021,"72,7857",Äמככאנ ÑØÀ
1,04.08.2021,"72,8724",Äמככאנ ÑØÀ
1,03.08.2021,"73,0156",Äמככאנ ÑØÀ
1,31.07.2021,"73,1388",Äמככאנ ÑØÀ
1,30.07.2021,"73,1904",Äמככאנ ÑØÀ
1,29.07.2021,"73,6088",Äמככאנ ÑØÀ
1,28.07.2021,"73,8471",Äמככאנ ÑØÀ
1,27.07.2021,"74,0980",Äמככאנ ÑØÀ
1,24.07.2021,"73,7663",Äמככאנ ÑØÀ
1,23.07.2021,"73,6945",Äמככאנ ÑØÀ
1,22.07.2021,"74,4947",Äמככאנ ÑØÀ
1,21.07.2021,"74,4910",Äמככאנ ÑØÀ
1,20.07.2021,"74,3463",Äמככאנ ÑØÀ
1,17.07.2021,"74,1656",Äמככאנ ÑØÀ
1,16.07.2021,"74,2197",Äמככאנ ÑØÀ
1,15.07.2021,"74,1236",Äמככאנ ÑØÀ
1,14.07.2021,"74,0589",Äמככאנ ÑØÀ
1,13.07.2021,"74,6336",Äמככאנ ÑØÀ
1,10.07.2021,"74,4675",Äמככאנ ÑØÀ
1,09.07.2021,"75,1952",Äמככאנ ÑØÀ
1,08.07.2021,"74,0580",Äמככאנ ÑØÀ
1,07.07.2021,"73,2660",Äמככאנ ÑØÀ
1,06.07.2021,"73,3540",Äמככאנ ÑØÀ
1,03.07.2021,"73,6175",Äמככאנ ÑØÀ
1,02.07.2021,"72,9086",Äמככאנ ÑØÀ
1,01.07.2021,"72,7234",Äמככאנ ÑØÀ
1,30.06.2021,"72,3723",Äמככאנ ÑØÀ
1,29.06.2021,"72,1777",Äמככאנ ÑØÀ
1,26.06.2021,"72,1694",Äמככאנ ÑØÀ
1,25.06.2021,"72,3260",Äמככאנ ÑØÀ
1,24.06.2021,"72,6671",Äמככאנ ÑØÀ
1,23.06.2021,"73,1661",Äמככאנ ÑØÀ
1,22.06.2021,"73,1987",Äמככאנ ÑØÀ
1,19.06.2021,"72,2216",Äמככאנ ÑØÀ
1,18.06.2021,"72,5048",Äמככאנ ÑØÀ
1,17.06.2021,"72,0323",Äמככאנ ÑØÀ
1,16.06.2021,"71,8318",Äמככאנ ÑØÀ
1,12.06.2021,"71,6797",Äמככאנ ÑØÀ
1,11.06.2021,"72,1974",Äמככאנ ÑØÀ
1,10.06.2021,"72,0829",Äמככאנ ÑØÀ
1,09.06.2021,"72,8256",Äמככאנ ÑØÀ
1,08.06.2021,"72,9294",Äמככאנ ÑØÀ
1,05.06.2021,"73,2721",Äמככאנ ÑØÀ
1,04.06.2021,"73,2636",Äמככאנ ÑØÀ
1,03.06.2021,"73,4979",Äמככאנ ÑØÀ
1,02.06.2021,"73,2411",Äמככאנ ÑØÀ
1,01.06.2021,"73,2965",Äמככאנ ÑØÀ
1,29.05.2021,"73,5870",Äמככאנ ÑØÀ
1,28.05.2021,"73,4580",Äמככאנ ÑØÀ
1,27.05.2021,"73,4737",Äמככאנ ÑØÀ
1,26.05.2021,"73,3963",Äמככאנ ÑØÀ
1,25.05.2021,"73,5266",Äמככאנ ÑØÀ
1,22.05.2021,"73,5803",Äמככאנ ÑØÀ
1,21.05.2021,"73,6007",Äמככאנ ÑØÀ
1,20.05.2021,"73,6778",Äמככאנ ÑØÀ
1,19.05.2021,"73,6992",Äמככאנ ÑØÀ
1,18.05.2021,"73,8537",Äמככאנ ÑØÀ
1,15.05.2021,"73,9968",Äמככאנ ÑØÀ
1,14.05.2021,"74,3566",Äמככאנ ÑØÀ
1,13.05.2021,"74,0400",Äמככאנ ÑØÀ
1,12.05.2021,"74,1567",Äמככאנ ÑØÀ
1,08.05.2021,"74,1373",Äמככאנ ÑØÀ
1,07.05.2021,"74,5770",Äמככאנ ÑØÀ
1,06.05.2021,"74,8617",Äמככאנ ÑØÀ
1,05.05.2021,"75,2567",Äמככאנ ÑØÀ
1,01.05.2021,"74,8451",Äמככאנ ÑØÀ
1,30.04.2021,"74,3823",Äמככאנ ÑØÀ
1,29.04.2021,"74,9390",Äמככאנ ÑØÀ
1,28.04.2021,"74,9578",Äמככאנ ÑØÀ
1,27.04.2021,"74,7680",Äמככאנ ÑØÀ
1,24.04.2021,"75,0893",Äמככאנ ÑØÀ
1,23.04.2021,"76,4217",Äמככאנ ÑØÀ
1,22.04.2021,"76,8198",Äמככאנ ÑØÀ
1,21.04.2021,"76,0155",Äמככאנ ÑØÀ
1,20.04.2021,"76,2491",Äמככאנ ÑØÀ
1,17.04.2021,"75,5535",Äמככאנ ÑØÀ
1,16.04.2021,"76,9808",Äמככאנ ÑØÀ
1,15.04.2021,"75,6826",Äמככאנ ÑØÀ
1,14.04.2021,"77,2535",Äמככאנ ÑØÀ
1,13.04.2021,"77,5104",Äמככאנ ÑØÀ
1,10.04.2021,"77,1657",Äמככאנ ÑØÀ
1,09.04.2021,"77,1011",Äמככאנ ÑØÀ
1,08.04.2021,"77,7730",Äמככאנ ÑØÀ
1,07.04.2021,"76,3802",Äמככאנ ÑØÀ
1,06.04.2021,"76,6052",Äמככאנ ÑØÀ
1,03.04.2021,"76,0734",Äמככאנ ÑØÀ
1,02.04.2021,"75,8073",Äמככאנ ÑØÀ
1,01.04.2021,"75,6373",Äמככאנ ÑØÀ
1,31.03.2021,"75,7023",Äמככאנ ÑØÀ
1,30.03.2021,"75,8287",Äמככאנ ÑØÀ
1,27.03.2021,"75,7576",Äמככאנ ÑØÀ
1,26.03.2021,"76,1741",Äמככאנ ÑØÀ
1,25.03.2021,"76,1535",Äמככאנ ÑØÀ
1,24.03.2021,"75,3585",Äמככאנ ÑØÀ
1,23.03.2021,"74,6085",Äמככאנ ÑØÀ
1,20.03.2021,"74,1390",Äמככאנ ÑØÀ
1,19.03.2021,"73,6582",Äמככאנ ÑØÀ
1,18.03.2021,"73,1019",Äמככאנ ÑØÀ
1,17.03.2021,"72,9619",Äמככאנ ÑØÀ
1,16.03.2021,"73,2317",Äמככאנ ÑØÀ
1,13.03.2021,"73,5081",Äמככאנ ÑØÀ
1,12.03.2021,"73,4996",Äמככאנ ÑØÀ
1,11.03.2021,"74,0393",Äמככאנ ÑØÀ
1,10.03.2021,"74,2640",Äמככאנ ÑØÀ
1,06.03.2021,"74,4275",Äמככאנ ÑØÀ
1,05.03.2021,"73,7864",Äמככאנ ÑØÀ
1,04.03.2021,"73,5187",Äמככאנ ÑØÀ
1,03.03.2021,"74,5755",Äמככאנ ÑØÀ
1,02.03.2021,"74,0448",Äמככאנ ÑØÀ
1,27.02.2021,"74,4373",Äמככאנ ÑØÀ
1,26.02.2021,"73,4747",Äמככאנ ÑØÀ
1,25.02.2021,"73,7532",Äמככאנ ÑØÀ
1,21.02.2021,"73,9833",Äמככאנ ÑØÀ
1,20.02.2021,"73,9717",Äמככאנ ÑØÀ
1,19.02.2021,"73,7755",Äמככאנ ÑØÀ
1,18.02.2021,"73,7669",Äמככאנ ÑØÀ
1,17.02.2021,"73,2895",Äמככאנ ÑØÀ
1,16.02.2021,"73,3092",Äמככאנ ÑØÀ
1,13.02.2021,"73,9378",Äמככאנ ÑØÀ
1,12.02.2021,"73,7579",Äמככאנ ÑØÀ
1,11.02.2021,"73,8526",Äמככאנ ÑØÀ
1,10.02.2021,"74,1192",Äמככאנ ÑØÀ
1,09.02.2021,"74,2602",Äמככאנ ÑØÀ
1,06.02.2021,"75,1107",Äמככאנ ÑØÀ
1,05.02.2021,"75,7293",Äמככאנ ÑØÀ
1,04.02.2021,"76,0801",Äמככאנ ÑØÀ
1,03.02.2021,"75,9051",Äמככאנ ÑØÀ
1,02.02.2021,"75,5053",Äמככאנ ÑØÀ
1,30.01.2021,"76,2527",Äמככאנ ÑØÀ
1,29.01.2021,"76,1854",Äמככאנ ÑØÀ
1,28.01.2021,"75,0400",Äמככאנ ÑØÀ
1,27.01.2021,"75,6354",Äמככאנ ÑØÀ
1,26.01.2021,"74,8569",Äמככאנ ÑØÀ
1,23.01.2021,"74,3615",Äמככאנ ÑØÀ
1,22.01.2021,"73,3694",Äמככאנ ÑØÀ
1,21.01.2021,"73,3550",Äמככאנ ÑØÀ
1,20.01.2021,"73,7243",Äמככאנ ÑØÀ
1,19.01.2021,"73,9735",Äמככאנ ÑØÀ
1,16.01.2021,"73,5453",Äמככאנ ÑØÀ
1,15.01.2021,"73,7961",Äמככאנ ÑØÀ
1,14.01.2021,"73,5264",Äמככאנ ÑØÀ
1,13.01.2021,"74,2663",Äמככאנ ÑØÀ
1,12.01.2021,"74,5157",Äמככאנ ÑØÀ
1,01.01.2021,"73,8757",Äמככאנ ÑØÀ
1,31.12.2020,"73,8757",Äמככאנ ÑØÀ
1,30.12.2020,"73,6567",Äמככאנ ÑØÀ
1,29.12.2020,"73,7175",Äמככאנ ÑØÀ
1,26.12.2020,"73,6921",Äמככאנ ÑØÀ
1,25.12.2020,"74,8392",Äמככאנ ÑØÀ
1,24.12.2020,"75,4571",Äמככאנ ÑØÀ
1,23.12.2020,"75,3498",Äמככאנ ÑØÀ
1,22.12.2020,"74,6721",Äמככאנ ÑØÀ
1,19.12.2020,"73,3155",Äמככאנ ÑØÀ
1,18.12.2020,"72,9781",Äמככאנ ÑØÀ
1,17.12.2020,"73,4201",Äמככאנ ÑØÀ
1,16.12.2020,"73,4453",Äמככאנ ÑØÀ
1,15.12.2020,"72,9272",Äמככאנ ÑØÀ
1,12.12.2020,"73,1195",Äמככאנ ÑØÀ
1,11.12.2020,"73,7124",Äמככאנ ÑØÀ
1,10.12.2020,"73,3057",Äמככאנ ÑØÀ
1,09.12.2020,"73,6618",Äמככאנ ÑØÀ
1,08.12.2020,"74,2506",Äמככאנ ÑØÀ
1,05.12.2020,"74,2529",Äמככאנ ÑØÀ
1,04.12.2020,"75,1996",Äמככאנ ÑØÀ
1,03.12.2020,"75,6151",Äמככאנ ÑØÀ
1,02.12.2020,"76,3203",Äמככאנ ÑØÀ
1,01.12.2020,"76,1999",Äמככאנ ÑØÀ
1,28.11.2020,"75,8599",Äמככאנ ÑØÀ
1,27.11.2020,"75,4518",Äמככאנ ÑØÀ
1,26.11.2020,"75,4727",Äמככאנ ÑØÀ
1,25.11.2020,"75,8146",Äמככאנ ÑØÀ
1,24.11.2020,"75,7600",Äמככאנ ÑØÀ
1,21.11.2020,"76,0120",Äמככאנ ÑØÀ
1,20.11.2020,"76,2627",Äמככאנ ÑØÀ
1,19.11.2020,"75,9268",Äמככאנ ÑØÀ
1,18.11.2020,"76,2530",Äמככאנ ÑØÀ
1,17.11.2020,"76,9197",Äמככאנ ÑØÀ
1,14.11.2020,"77,3262",Äמככאנ ÑØÀ
1,13.11.2020,"77,1148",Äמככאנ ÑØÀ
1,12.11.2020,"76,2075",Äמככאנ ÑØÀ
