,ID,ds,y
0,Говядина|вырезка|Москва,2021-08-02,853.5
1,Говядина|вырезка|ПФО,2021-08-02,758.19
2,Говядина|вырезка|СЗФО,2021-08-02,755.0
3,Говядина|вырезка|СФО,2021-08-02,705.0
4,Говядина|вырезка|Санкт-Петербург,2021-08-02,830.18
5,Говядина|вырезка|УФО,2021-08-02,728.33
6,Говядина|вырезка|ЦФО,2021-08-02,774.29
7,Говядина|вырезка|ЮФО,2021-08-02,725.0
8,Говядина|грудинка|Москва,2021-08-02,326.0
9,Говядина|грудинка|ПФО,2021-08-02,325.0
10,Говядина|грудинка|СЗФО,2021-08-02,770.0
11,Говядина|грудинка|СФО,2021-08-02,225.0
12,Говядина|грудинка|Санкт-Петербург,2021-08-02,346.67
13,Говядина|грудинка|УФО,2021-08-02,320.0
14,Говядина|грудинка|ЦФО,2021-08-02,250.0
15,Говядина|грудинка|ЮФО,2021-08-02,400.0
16,Говядина|лопатка|Москва,2021-08-02,392.28
17,Говядина|лопатка|ПФО,2021-08-02,426.71
18,Говядина|лопатка|СЗФО,2021-08-02,415.0
19,Говядина|лопатка|СФО,2021-08-02,388.0
20,Говядина|лопатка|Санкт-Петербург,2021-08-02,381.19
21,Говядина|лопатка|УФО,2021-08-02,413.5
22,Говядина|лопатка|ЦФО,2021-08-02,385.02
23,Говядина|лопатка|ЮФО,2021-08-02,404.0
24,Говядина|полутуши|Москва,2021-08-02,298.57
25,Говядина|полутуши|ПФО,2021-08-02,284.23
26,Говядина|полутуши|СЗФО,2021-08-02,274.9
27,Говядина|полутуши|СФО,2021-08-02,259.75
28,Говядина|полутуши|Санкт-Петербург,2021-08-02,295.33
29,Говядина|полутуши|УФО,2021-08-02,256.08
30,Говядина|полутуши|ЦФО,2021-08-02,309.13
31,Говядина|полутуши|ЮФО,2021-08-02,271.8
32,Кура|бедро|Москва,2021-08-02,147.0
33,Кура|бедро|ПФО,2021-08-02,157.41
34,Кура|бедро|СЗФО,2021-08-02,166.0
35,Кура|бедро|СФО,2021-08-02,163.66
36,Кура|бедро|Санкт-Петербург,2021-08-02,166.58
37,Кура|бедро|УФО,2021-08-02,153.86
38,Кура|бедро|ЦФО,2021-08-02,147.67
39,Кура|бедро|ЮФО,2021-08-02,138.75
40,Кура|голень|Москва,2021-08-02,151.83
41,Кура|голень|ПФО,2021-08-02,181.3
42,Кура|голень|СЗФО,2021-08-02,176.67
43,Кура|голень|СФО,2021-08-02,178.22
44,Кура|голень|Санкт-Петербург,2021-08-02,159.45
45,Кура|голень|УФО,2021-08-02,166.64
46,Кура|голень|ЦФО,2021-08-02,154.84
47,Кура|голень|ЮФО,2021-08-02,168.5
48,Кура|тушка|Москва,2021-08-02,163.49
49,Кура|тушка|ПФО,2021-08-02,157.81
50,Кура|тушка|СЗФО,2021-08-02,127.67
51,Кура|тушка|СФО,2021-08-02,153.67
52,Кура|тушка|Санкт-Петербург,2021-08-02,147.15
53,Кура|тушка|УФО,2021-08-02,119.88
54,Кура|тушка|ЦФО,2021-08-02,125.08
55,Кура|тушка|ЮФО,2021-08-02,141.92
56,Кура|филе бедра|Москва,2021-08-02,227.01
57,Кура|филе бедра|ПФО,2021-08-02,245.0
58,Кура|филе бедра|СЗФО,2021-08-02,290.0
59,Кура|филе бедра|СФО,2021-08-02,276.67
60,Кура|филе бедра|Санкт-Петербург,2021-08-02,260.0
61,Кура|филе бедра|УФО,2021-08-02,231.33
62,Кура|филе бедра|ЦФО,2021-08-02,200.0
63,Кура|филе бедра|ЮФО,2021-08-02,240.0
64,Кура|филе грудки|Москва,2021-08-02,219.96
65,Кура|филе грудки|ПФО,2021-08-02,241.67
66,Кура|филе грудки|СЗФО,2021-08-02,256.6
67,Кура|филе грудки|СФО,2021-08-02,264.0
68,Кура|филе грудки|Санкт-Петербург,2021-08-02,230.05
69,Кура|филе грудки|УФО,2021-08-02,240.89
70,Кура|филе грудки|ЦФО,2021-08-02,228.5
71,Кура|филе грудки|ЮФО,2021-08-02,254.0
72,Свинина|корейка|Москва,2021-08-02,265.32
73,Свинина|корейка|ПФО,2021-08-02,287.0
74,Свинина|корейка|СЗФО,2021-08-02,288.75
75,Свинина|корейка|СФО,2021-08-02,271.0
76,Свинина|корейка|Санкт-Петербург,2021-08-02,267.59
77,Свинина|корейка|УФО,2021-08-02,291.29
78,Свинина|корейка|ЦФО,2021-08-02,262.0
79,Свинина|корейка|ЮФО,2021-08-02,290.0
80,Свинина|лопатка|Москва,2021-08-02,237.99
81,Свинина|лопатка|ПФО,2021-08-02,265.57
82,Свинина|лопатка|СЗФО,2021-08-02,262.11
83,Свинина|лопатка|СФО,2021-08-02,261.94
84,Свинина|лопатка|Санкт-Петербург,2021-08-02,236.91
85,Свинина|лопатка|УФО,2021-08-02,254.73
86,Свинина|лопатка|ЦФО,2021-08-02,244.01
87,Свинина|лопатка|ЮФО,2021-08-02,253.75
88,Свинина|окорок|Москва,2021-08-02,249.14
89,Свинина|окорок|ПФО,2021-08-02,280.14
90,Свинина|окорок|СЗФО,2021-08-02,267.32
91,Свинина|окорок|СФО,2021-08-02,268.62
92,Свинина|окорок|Санкт-Петербург,2021-08-02,249.52
93,Свинина|окорок|УФО,2021-08-02,284.44
94,Свинина|окорок|ЦФО,2021-08-02,253.89
95,Свинина|окорок|ЮФО,2021-08-02,261.0
96,Свинина|полутуши|Москва,2021-08-02,200.62
97,Свинина|полутуши|ПФО,2021-08-02,207.89
98,Свинина|полутуши|СЗФО,2021-08-02,211.73
99,Свинина|полутуши|СФО,2021-08-02,209.12
100,Свинина|полутуши|Санкт-Петербург,2021-08-02,212.77
101,Свинина|полутуши|УФО,2021-08-02,196.73
102,Свинина|полутуши|ЦФО,2021-08-02,206.35
103,Свинина|полутуши|ЮФО,2021-08-02,214.5
104,Свинина|ребро|Москва,2021-08-02,183.07
105,Свинина|ребро|ПФО,2021-08-02,191.0
106,Свинина|ребро|СЗФО,2021-08-02,143.18
107,Свинина|ребро|СФО,2021-08-02,222.97
108,Свинина|ребро|Санкт-Петербург,2021-08-02,172.59
109,Свинина|ребро|УФО,2021-08-02,236.67
110,Свинина|ребро|ЦФО,2021-08-02,193.5
111,Свинина|ребро|ЮФО,2021-08-02,203.33
112,Свинина|шея|Москва,2021-08-02,391.36
113,Свинина|шея|ПФО,2021-08-02,408.92
114,Свинина|шея|СЗФО,2021-08-02,422.83
115,Свинина|шея|СФО,2021-08-02,398.84
116,Свинина|шея|Санкт-Петербург,2021-08-02,388.04
117,Свинина|шея|УФО,2021-08-02,411.5
118,Свинина|шея|ЦФО,2021-08-02,391.79
119,Свинина|шея|ЮФО,2021-08-02,409.0
120,Говядина|вырезка|ВСЕ,2021-08-02,814.31
121,Говядина|грудинка|ВСЕ,2021-08-02,324.44
122,Говядина|лопатка|ВСЕ,2021-08-02,387.79
123,Говядина|полутуши|ВСЕ,2021-08-02,285.88
124,Кура|бедро|ВСЕ,2021-08-02,155.12
125,Кура|голень|ВСЕ,2021-08-02,159.47
126,Кура|тушка|ВСЕ,2021-08-02,151.95
127,Кура|филе бедра|ВСЕ,2021-08-02,233.19
128,Кура|филе грудки|ВСЕ,2021-08-02,226.73
129,Свинина|корейка|ВСЕ,2021-08-02,266.99
130,Свинина|лопатка|ВСЕ,2021-08-02,243.79
131,Свинина|окорок|ВСЕ,2021-08-02,254.78
132,Свинина|полутуши|ВСЕ,2021-08-02,207.89
133,Свинина|ребро|ВСЕ,2021-08-02,190.4
134,Свинина|шея|ВСЕ,2021-08-02,391.97
135,Говядина|вырезка|Москва,2021-08-09,852.92
136,Говядина|вырезка|ПФО,2021-08-09,758.19
137,Говядина|вырезка|СЗФО,2021-08-09,755.0
138,Говядина|вырезка|СФО,2021-08-09,703.33
139,Говядина|вырезка|Санкт-Петербург,2021-08-09,820.92
140,Говядина|вырезка|УФО,2021-08-09,728.33
141,Говядина|вырезка|ЦФО,2021-08-09,778.81
142,Говядина|вырезка|ЮФО,2021-08-09,725.0
143,Говядина|грудинка|Москва,2021-08-09,323.39
144,Говядина|грудинка|ПФО,2021-08-09,325.0
145,Говядина|грудинка|СЗФО,2021-08-09,770.0
146,Говядина|грудинка|СФО,2021-08-09,225.0
147,Говядина|грудинка|Санкт-Петербург,2021-08-09,351.67
148,Говядина|грудинка|УФО,2021-08-09,320.0
149,Говядина|грудинка|ЦФО,2021-08-09,268.75
150,Говядина|грудинка|ЮФО,2021-08-09,400.0
151,Говядина|лопатка|Москва,2021-08-09,393.78
152,Говядина|лопатка|ПФО,2021-08-09,426.71
153,Говядина|лопатка|СЗФО,2021-08-09,415.0
154,Говядина|лопатка|СФО,2021-08-09,388.0
155,Говядина|лопатка|Санкт-Петербург,2021-08-09,390.88
156,Говядина|лопатка|УФО,2021-08-09,413.5
157,Говядина|лопатка|ЦФО,2021-08-09,388.12
158,Говядина|лопатка|ЮФО,2021-08-09,404.0
159,Говядина|полутуши|Москва,2021-08-09,285.0
160,Говядина|полутуши|ПФО,2021-08-09,284.23
161,Говядина|полутуши|СЗФО,2021-08-09,274.9
162,Говядина|полутуши|СФО,2021-08-09,263.79
163,Говядина|полутуши|Санкт-Петербург,2021-08-09,295.33
164,Говядина|полутуши|УФО,2021-08-09,256.08
165,Говядина|полутуши|ЦФО,2021-08-09,308.45
166,Говядина|полутуши|ЮФО,2021-08-09,271.8
167,Кура|бедро|Москва,2021-08-09,147.77
168,Кура|бедро|ПФО,2021-08-09,157.41
169,Кура|бедро|СЗФО,2021-08-09,166.0
170,Кура|бедро|СФО,2021-08-09,167.18
171,Кура|бедро|Санкт-Петербург,2021-08-09,175.5
172,Кура|бедро|УФО,2021-08-09,153.86
173,Кура|бедро|ЦФО,2021-08-09,150.56
174,Кура|бедро|ЮФО,2021-08-09,138.75
175,Кура|голень|Москва,2021-08-09,153.23
176,Кура|голень|ПФО,2021-08-09,181.3
177,Кура|голень|СЗФО,2021-08-09,176.67
178,Кура|голень|СФО,2021-08-09,175.96
179,Кура|голень|Санкт-Петербург,2021-08-09,158.4
180,Кура|голень|УФО,2021-08-09,166.64
181,Кура|голень|ЦФО,2021-08-09,152.58
182,Кура|голень|ЮФО,2021-08-09,168.5
183,Кура|тушка|Москва,2021-08-09,166.24
184,Кура|тушка|ПФО,2021-08-09,157.81
185,Кура|тушка|СЗФО,2021-08-09,127.67
186,Кура|тушка|СФО,2021-08-09,154.4
187,Кура|тушка|Санкт-Петербург,2021-08-09,154.86
188,Кура|тушка|УФО,2021-08-09,119.88
189,Кура|тушка|ЦФО,2021-08-09,132.08
190,Кура|тушка|ЮФО,2021-08-09,141.92
191,Кура|филе бедра|Москва,2021-08-09,226.27
192,Кура|филе бедра|ПФО,2021-08-09,245.0
193,Кура|филе бедра|СЗФО,2021-08-09,290.0
194,Кура|филе бедра|СФО,2021-08-09,279.83
195,Кура|филе бедра|Санкт-Петербург,2021-08-09,256.0
196,Кура|филе бедра|УФО,2021-08-09,231.33
197,Кура|филе бедра|ЦФО,2021-08-09,206.64
198,Кура|филе бедра|ЮФО,2021-08-09,240.0
199,Кура|филе грудки|Москва,2021-08-09,222.82
200,Кура|филе грудки|ПФО,2021-08-09,241.67
201,Кура|филе грудки|СЗФО,2021-08-09,256.6
202,Кура|филе грудки|СФО,2021-08-09,262.17
203,Кура|филе грудки|Санкт-Петербург,2021-08-09,225.95
204,Кура|филе грудки|УФО,2021-08-09,240.89
205,Кура|филе грудки|ЦФО,2021-08-09,224.68
206,Кура|филе грудки|ЮФО,2021-08-09,254.0
207,Свинина|корейка|Москва,2021-08-09,273.67
208,Свинина|корейка|ПФО,2021-08-09,287.0
209,Свинина|корейка|СЗФО,2021-08-09,288.75
210,Свинина|корейка|СФО,2021-08-09,277.5
211,Свинина|корейка|Санкт-Петербург,2021-08-09,273.83
212,Свинина|корейка|УФО,2021-08-09,291.29
213,Свинина|корейка|ЦФО,2021-08-09,268.31
214,Свинина|корейка|ЮФО,2021-08-09,290.0
215,Свинина|лопатка|Москва,2021-08-09,242.15
216,Свинина|лопатка|ПФО,2021-08-09,265.57
217,Свинина|лопатка|СЗФО,2021-08-09,262.11
218,Свинина|лопатка|СФО,2021-08-09,265.51
219,Свинина|лопатка|Санкт-Петербург,2021-08-09,243.83
220,Свинина|лопатка|УФО,2021-08-09,254.73
221,Свинина|лопатка|ЦФО,2021-08-09,245.95
222,Свинина|лопатка|ЮФО,2021-08-09,253.75
223,Свинина|окорок|Москва,2021-08-09,253.76
224,Свинина|окорок|ПФО,2021-08-09,280.14
225,Свинина|окорок|СЗФО,2021-08-09,267.32
226,Свинина|окорок|СФО,2021-08-09,272.59
227,Свинина|окорок|Санкт-Петербург,2021-08-09,258.03
228,Свинина|окорок|УФО,2021-08-09,284.44
229,Свинина|окорок|ЦФО,2021-08-09,256.4
230,Свинина|окорок|ЮФО,2021-08-09,261.0
231,Свинина|полутуши|Москва,2021-08-09,207.83
232,Свинина|полутуши|ПФО,2021-08-09,207.89
233,Свинина|полутуши|СЗФО,2021-08-09,211.73
234,Свинина|полутуши|СФО,2021-08-09,208.26
235,Свинина|полутуши|Санкт-Петербург,2021-08-09,220.92
236,Свинина|полутуши|УФО,2021-08-09,196.73
237,Свинина|полутуши|ЦФО,2021-08-09,205.7
238,Свинина|полутуши|ЮФО,2021-08-09,214.5
239,Свинина|ребро|Москва,2021-08-09,190.07
240,Свинина|ребро|ПФО,2021-08-09,191.0
241,Свинина|ребро|СЗФО,2021-08-09,143.18
242,Свинина|ребро|СФО,2021-08-09,221.96
243,Свинина|ребро|Санкт-Петербург,2021-08-09,168.7
244,Свинина|ребро|УФО,2021-08-09,236.67
245,Свинина|ребро|ЦФО,2021-08-09,195.51
246,Свинина|ребро|ЮФО,2021-08-09,203.33
247,Свинина|шея|Москва,2021-08-09,398.61
248,Свинина|шея|ПФО,2021-08-09,408.92
249,Свинина|шея|СЗФО,2021-08-09,422.83
250,Свинина|шея|СФО,2021-08-09,405.01
251,Свинина|шея|Санкт-Петербург,2021-08-09,391.36
252,Свинина|шея|УФО,2021-08-09,411.5
253,Свинина|шея|ЦФО,2021-08-09,393.02
254,Свинина|шея|ЮФО,2021-08-09,409.0
255,Говядина|вырезка|ВСЕ,2021-08-09,804.0
256,Говядина|грудинка|ВСЕ,2021-08-09,332.04
257,Говядина|лопатка|ВСЕ,2021-08-09,396.84
258,Говядина|полутуши|ВСЕ,2021-08-09,277.02
259,Кура|бедро|ВСЕ,2021-08-09,155.87
260,Кура|голень|ВСЕ,2021-08-09,161.97
261,Кура|тушка|ВСЕ,2021-08-09,154.38
262,Кура|филе бедра|ВСЕ,2021-08-09,234.24
263,Кура|филе грудки|ВСЕ,2021-08-09,226.88
264,Свинина|корейка|ВСЕ,2021-08-09,279.18
265,Свинина|лопатка|ВСЕ,2021-08-09,250.84
266,Свинина|окорок|ВСЕ,2021-08-09,266.4
267,Свинина|полутуши|ВСЕ,2021-08-09,209.43
268,Свинина|ребро|ВСЕ,2021-08-09,182.81
269,Свинина|шея|ВСЕ,2021-08-09,400.23
270,Говядина|вырезка|Москва,2021-08-16,877.13
271,Говядина|вырезка|ПФО,2021-08-16,773.19
272,Говядина|вырезка|СЗФО,2021-08-16,755.0
273,Говядина|вырезка|СФО,2021-08-16,701.67
274,Говядина|вырезка|Санкт-Петербург,2021-08-16,830.13
275,Говядина|вырезка|УФО,2021-08-16,737.92
276,Говядина|вырезка|ЦФО,2021-08-16,783.33
277,Говядина|вырезка|ЮФО,2021-08-16,725.0
278,Говядина|грудинка|Москва,2021-08-16,310.89
279,Говядина|грудинка|ПФО,2021-08-16,325.0
280,Говядина|грудинка|СЗФО,2021-08-16,770.0
281,Говядина|грудинка|СФО,2021-08-16,225.0
282,Говядина|грудинка|Санкт-Петербург,2021-08-16,376.25
283,Говядина|грудинка|УФО,2021-08-16,320.0
284,Говядина|грудинка|ЦФО,2021-08-16,287.5
285,Говядина|грудинка|ЮФО,2021-08-16,400.0
286,Говядина|лопатка|Москва,2021-08-16,399.92
287,Говядина|лопатка|ПФО,2021-08-16,419.56
288,Говядина|лопатка|СЗФО,2021-08-16,415.0
289,Говядина|лопатка|СФО,2021-08-16,388.0
290,Говядина|лопатка|Санкт-Петербург,2021-08-16,393.28
291,Говядина|лопатка|УФО,2021-08-16,412.42
292,Говядина|лопатка|ЦФО,2021-08-16,391.22
293,Говядина|лопатка|ЮФО,2021-08-16,391.75
294,Говядина|полутуши|Москва,2021-08-16,297.0
295,Говядина|полутуши|ПФО,2021-08-16,285.87
296,Говядина|полутуши|СЗФО,2021-08-16,274.9
297,Говядина|полутуши|СФО,2021-08-16,267.84
298,Говядина|полутуши|Санкт-Петербург,2021-08-16,294.78
299,Говядина|полутуши|УФО,2021-08-16,259.81
300,Говядина|полутуши|ЦФО,2021-08-16,307.77
301,Говядина|полутуши|ЮФО,2021-08-16,271.8
302,Кура|бедро|Москва,2021-08-16,148.6
303,Кура|бедро|ПФО,2021-08-16,164.29
304,Кура|бедро|СЗФО,2021-08-16,166.0
305,Кура|бедро|СФО,2021-08-16,170.7
306,Кура|бедро|Санкт-Петербург,2021-08-16,171.38
307,Кура|бедро|УФО,2021-08-16,149.43
308,Кура|бедро|ЦФО,2021-08-16,153.45
309,Кура|бедро|ЮФО,2021-08-16,140.68
310,Кура|голень|Москва,2021-08-16,153.94
311,Кура|голень|ПФО,2021-08-16,180.38
312,Кура|голень|СЗФО,2021-08-16,176.67
313,Кура|голень|СФО,2021-08-16,173.69
314,Кура|голень|Санкт-Петербург,2021-08-16,157.53
315,Кура|голень|УФО,2021-08-16,164.57
316,Кура|голень|ЦФО,2021-08-16,150.31
317,Кура|голень|ЮФО,2021-08-16,167.62
318,Кура|тушка|Москва,2021-08-16,162.02
319,Кура|тушка|ПФО,2021-08-16,157.84
320,Кура|тушка|СЗФО,2021-08-16,127.67
321,Кура|тушка|СФО,2021-08-16,155.13
322,Кура|тушка|Санкт-Петербург,2021-08-16,149.12
323,Кура|тушка|УФО,2021-08-16,128.81
324,Кура|тушка|ЦФО,2021-08-16,139.08
325,Кура|тушка|ЮФО,2021-08-16,141.67
326,Кура|филе бедра|Москва,2021-08-16,227.45
327,Кура|филе бедра|ПФО,2021-08-16,257.5
328,Кура|филе бедра|СЗФО,2021-08-16,290.0
329,Кура|филе бедра|СФО,2021-08-16,283.0
330,Кура|филе бедра|Санкт-Петербург,2021-08-16,252.86
331,Кура|филе бедра|УФО,2021-08-16,232.37
332,Кура|филе бедра|ЦФО,2021-08-16,213.29
333,Кура|филе бедра|ЮФО,2021-08-16,240.0
334,Кура|филе грудки|Москва,2021-08-16,225.07
335,Кура|филе грудки|ПФО,2021-08-16,249.58
336,Кура|филе грудки|СЗФО,2021-08-16,256.6
337,Кура|филе грудки|СФО,2021-08-16,260.33
338,Кура|филе грудки|Санкт-Петербург,2021-08-16,230.11
339,Кура|филе грудки|УФО,2021-08-16,244.69
340,Кура|филе грудки|ЦФО,2021-08-16,220.86
341,Кура|филе грудки|ЮФО,2021-08-16,254.0
342,Свинина|корейка|Москва,2021-08-16,272.82
343,Свинина|корейка|ПФО,2021-08-16,286.0
344,Свинина|корейка|СЗФО,2021-08-16,288.75
345,Свинина|корейка|СФО,2021-08-16,284.0
346,Свинина|корейка|Санкт-Петербург,2021-08-16,278.02
347,Свинина|корейка|УФО,2021-08-16,293.07
348,Свинина|корейка|ЦФО,2021-08-16,274.62
349,Свинина|корейка|ЮФО,2021-08-16,295.0
350,Свинина|лопатка|Москва,2021-08-16,249.34
351,Свинина|лопатка|ПФО,2021-08-16,266.15
352,Свинина|лопатка|СЗФО,2021-08-16,262.11
353,Свинина|лопатка|СФО,2021-08-16,269.08
354,Свинина|лопатка|Санкт-Петербург,2021-08-16,240.33
355,Свинина|лопатка|УФО,2021-08-16,258.01
356,Свинина|лопатка|ЦФО,2021-08-16,247.89
357,Свинина|лопатка|ЮФО,2021-08-16,254.1
358,Свинина|окорок|Москва,2021-08-16,256.86
359,Свинина|окорок|ПФО,2021-08-16,280.17
360,Свинина|окорок|СЗФО,2021-08-16,267.32
361,Свинина|окорок|СФО,2021-08-16,276.56
362,Свинина|окорок|Санкт-Петербург,2021-08-16,257.93
363,Свинина|окорок|УФО,2021-08-16,287.72
364,Свинина|окорок|ЦФО,2021-08-16,258.91
365,Свинина|окорок|ЮФО,2021-08-16,264.88
366,Свинина|полутуши|Москва,2021-08-16,203.0
367,Свинина|полутуши|ПФО,2021-08-16,205.39
368,Свинина|полутуши|СЗФО,2021-08-16,211.73
369,Свинина|полутуши|СФО,2021-08-16,207.41
370,Свинина|полутуши|Санкт-Петербург,2021-08-16,213.69
371,Свинина|полутуши|УФО,2021-08-16,195.93
372,Свинина|полутуши|ЦФО,2021-08-16,205.04
373,Свинина|полутуши|ЮФО,2021-08-16,213.31
374,Свинина|ребро|Москва,2021-08-16,193.68
375,Свинина|ребро|ПФО,2021-08-16,193.33
376,Свинина|ребро|СЗФО,2021-08-16,143.18
377,Свинина|ребро|СФО,2021-08-16,220.95
378,Свинина|ребро|Санкт-Петербург,2021-08-16,150.86
379,Свинина|ребро|УФО,2021-08-16,233.33
380,Свинина|ребро|ЦФО,2021-08-16,197.52
381,Свинина|ребро|ЮФО,2021-08-16,203.33
382,Свинина|шея|Москва,2021-08-16,404.53
383,Свинина|шея|ПФО,2021-08-16,410.78
384,Свинина|шея|СЗФО,2021-08-16,422.83
385,Свинина|шея|СФО,2021-08-16,411.18
386,Свинина|шея|Санкт-Петербург,2021-08-16,391.05
387,Свинина|шея|УФО,2021-08-16,413.75
388,Свинина|шея|ЦФО,2021-08-16,394.25
389,Свинина|шея|ЮФО,2021-08-16,408.67
390,Говядина|вырезка|ВСЕ,2021-08-16,828.04
391,Говядина|грудинка|ВСЕ,2021-08-16,313.95
392,Говядина|лопатка|ВСЕ,2021-08-16,395.96
393,Говядина|полутуши|ВСЕ,2021-08-16,285.29
394,Кура|бедро|ВСЕ,2021-08-16,160.04
395,Кура|голень|ВСЕ,2021-08-16,158.69
396,Кура|тушка|ВСЕ,2021-08-16,152.69
397,Кура|филе бедра|ВСЕ,2021-08-16,233.03
398,Кура|филе грудки|ВСЕ,2021-08-16,229.36
399,Свинина|корейка|ВСЕ,2021-08-16,276.91
400,Свинина|лопатка|ВСЕ,2021-08-16,249.14
401,Свинина|окорок|ВСЕ,2021-08-16,261.26
402,Свинина|полутуши|ВСЕ,2021-08-16,207.52
403,Свинина|ребро|ВСЕ,2021-08-16,183.0
404,Свинина|шея|ВСЕ,2021-08-16,399.24
405,Говядина|вырезка|Москва,2021-08-23,879.79
406,Говядина|вырезка|ПФО,2021-08-23,788.2
407,Говядина|вырезка|СЗФО,2021-08-23,755.0
408,Говядина|вырезка|СФО,2021-08-23,719.72
409,Говядина|вырезка|Санкт-Петербург,2021-08-23,857.64
410,Говядина|вырезка|УФО,2021-08-23,747.5
411,Говядина|вырезка|ЦФО,2021-08-23,805.83
412,Говядина|вырезка|ЮФО,2021-08-23,725.0
413,Говядина|грудинка|Москва,2021-08-23,300.09
414,Говядина|грудинка|ПФО,2021-08-23,325.0
415,Говядина|грудинка|СЗФО,2021-08-23,770.0
416,Говядина|грудинка|СФО,2021-08-23,227.82
417,Говядина|грудинка|Санкт-Петербург,2021-08-23,402.5
418,Говядина|грудинка|УФО,2021-08-23,320.0
419,Говядина|грудинка|ЦФО,2021-08-23,268.75
420,Говядина|грудинка|ЮФО,2021-08-23,400.0
421,Говядина|лопатка|Москва,2021-08-23,398.06
422,Говядина|лопатка|ПФО,2021-08-23,412.4
423,Говядина|лопатка|СЗФО,2021-08-23,415.0
424,Говядина|лопатка|СФО,2021-08-23,369.0
425,Говядина|лопатка|Санкт-Петербург,2021-08-23,401.14
426,Говядина|лопатка|УФО,2021-08-23,411.33
427,Говядина|лопатка|ЦФО,2021-08-23,387.23
428,Говядина|лопатка|ЮФО,2021-08-23,379.5
429,Говядина|полутуши|Москва,2021-08-23,295.0
430,Говядина|полутуши|ПФО,2021-08-23,287.5
431,Говядина|полутуши|СЗФО,2021-08-23,274.9
432,Говядина|полутуши|СФО,2021-08-23,263.21
433,Говядина|полутуши|Санкт-Петербург,2021-08-23,291.08
434,Говядина|полутуши|УФО,2021-08-23,263.55
435,Говядина|полутуши|ЦФО,2021-08-23,307.98
436,Говядина|полутуши|ЮФО,2021-08-23,271.8
437,Кура|бедро|Москва,2021-08-23,144.57
438,Кура|бедро|ПФО,2021-08-23,171.16
439,Кура|бедро|СЗФО,2021-08-23,166.0
440,Кура|бедро|СФО,2021-08-23,170.38
441,Кура|бедро|Санкт-Петербург,2021-08-23,145.58
442,Кура|бедро|УФО,2021-08-23,145.0
443,Кура|бедро|ЦФО,2021-08-23,154.18
444,Кура|бедро|ЮФО,2021-08-23,142.6
445,Кура|голень|Москва,2021-08-23,153.78
446,Кура|голень|ПФО,2021-08-23,179.46
447,Кура|голень|СЗФО,2021-08-23,176.67
448,Кура|голень|СФО,2021-08-23,173.73
449,Кура|голень|Санкт-Петербург,2021-08-23,150.6
450,Кура|голень|УФО,2021-08-23,162.5
451,Кура|голень|ЦФО,2021-08-23,150.53
452,Кура|голень|ЮФО,2021-08-23,166.75
453,Кура|тушка|Москва,2021-08-23,163.17
454,Кура|тушка|ПФО,2021-08-23,157.87
455,Кура|тушка|СЗФО,2021-08-23,127.67
456,Кура|тушка|СФО,2021-08-23,153.29
457,Кура|тушка|Санкт-Петербург,2021-08-23,143.76
458,Кура|тушка|УФО,2021-08-23,137.75
459,Кура|тушка|ЦФО,2021-08-23,131.94
460,Кура|тушка|ЮФО,2021-08-23,141.42
461,Кура|филе бедра|Москва,2021-08-23,233.69
462,Кура|филе бедра|ПФО,2021-08-23,270.0
463,Кура|филе бедра|СЗФО,2021-08-23,290.0
464,Кура|филе бедра|СФО,2021-08-23,276.83
465,Кура|филе бедра|Санкт-Петербург,2021-08-23,264.38
466,Кура|филе бедра|УФО,2021-08-23,233.4
467,Кура|филе бедра|ЦФО,2021-08-23,212.21
468,Кура|филе бедра|ЮФО,2021-08-23,240.0
469,Кура|филе грудки|Москва,2021-08-23,228.74
470,Кура|филе грудки|ПФО,2021-08-23,257.5
471,Кура|филе грудки|СЗФО,2021-08-23,256.6
472,Кура|филе грудки|СФО,2021-08-23,261.92
473,Кура|филе грудки|Санкт-Петербург,2021-08-23,232.82
474,Кура|филе грудки|УФО,2021-08-23,248.5
475,Кура|филе грудки|ЦФО,2021-08-23,221.36
476,Кура|филе грудки|ЮФО,2021-08-23,254.0
477,Свинина|корейка|Москва,2021-08-23,279.36
478,Свинина|корейка|ПФО,2021-08-23,285.0
479,Свинина|корейка|СЗФО,2021-08-23,288.75
480,Свинина|корейка|СФО,2021-08-23,285.0
481,Свинина|корейка|Санкт-Петербург,2021-08-23,280.97
482,Свинина|корейка|УФО,2021-08-23,294.86
483,Свинина|корейка|ЦФО,2021-08-23,278.31
484,Свинина|корейка|ЮФО,2021-08-23,300.0
485,Свинина|лопатка|Москва,2021-08-23,251.55
486,Свинина|лопатка|ПФО,2021-08-23,266.74
487,Свинина|лопатка|СЗФО,2021-08-23,262.11
488,Свинина|лопатка|СФО,2021-08-23,267.67
489,Свинина|лопатка|Санкт-Петербург,2021-08-23,241.68
490,Свинина|лопатка|УФО,2021-08-23,261.3
491,Свинина|лопатка|ЦФО,2021-08-23,249.62
492,Свинина|лопатка|ЮФО,2021-08-23,254.45
493,Свинина|окорок|Москва,2021-08-23,259.75
494,Свинина|окорок|ПФО,2021-08-23,280.2
495,Свинина|окорок|СЗФО,2021-08-23,267.32
496,Свинина|окорок|СФО,2021-08-23,282.04
497,Свинина|окорок|Санкт-Петербург,2021-08-23,256.48
498,Свинина|окорок|УФО,2021-08-23,291.0
499,Свинина|окорок|ЦФО,2021-08-23,260.46
